Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,1043599900.00,1076699900.00,1143600000.00,1262800000.00,1299099900.00,1331399900.00,1390700000.00,1453500000.00,1610500000.00,1715399900.00,1904000000.00,1984800000.00,2101300000.00,2569200100.00,3161499900.00,3645900000.00,4365300200.00,5480500200.00,6070600200.00,6902600200.00,7878700000.00,8607500300.00,8716999700.00,9050000400.00,9470000100.00,9721652086.96,7231963515.98,7084399840.00,7841602824.43,8410724360.80,7650196845.22,9406135143.41,10440781587.54,11400017301.46,12983233310.75,14655404433.28,15674835615.31,17790026221.61,19395491992.99,18318412251.36,19288929030.05,18405220247.44,20444205991.03,21576351798.91,23577298094.66,26783389293.92,29744246827.18,33567850824.10,38503720224.32,37126148264.64,40676578423.49,46876006272.24,49593929487.13,52996420177.44,57852159007.62,62186066547.66,66053408205.88,71653780740.42,73328356007.62,77172331693.41,77719468248.37,86455522272.74,95641446500.65,104368755054.60,113199581158.20,
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3394000000.00,3569000000.00,3869000000.00,4213000000.00,4238000000.00,4397000000.00,4658000000.00,4828000000.00,4949000000.00,4984000000.00,5265000000.00,5399000000.00,5610000000.00,5799000000.00,5901000000.00,6013000000.00,6051000000.00,6355000000.00,5916000000.00,6234000000.00,6910000000.00,,,
Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,170216241.13,185849535.38,194949512.63,175757893.94,194774513.06,213235294.12,228705882.35,250176470.59,229750000.00,249300000.00,267800000.00,282050000.00,285380952.38,307047619.05,433954545.45,494791666.67,454440000.00,449880000.00,507080000.00,530440000.00,603200000.00,570357107.14,482000000.00,489333333.33,437631605.26,453488372.09,504651139.53,354591846.94,413799990.00,379779389.71,396582263.29,348533094.81,373573141.49,454101382.49,540874934.20,621626785.92,705406001.42,749138009.56,717530683.17,694754988.26,712667896.73,712167450.16,726131434.72,743063950.32,787814379.18,824880550.34,2379817990.69,2730971595.40,3025187433.34,3165663152.73,3432912516.92,3691384317.52,4063088535.76,4167800928.84,4127660151.81,4279840193.70,4482697336.56,4748174334.14,4787636997.85,5173760191.85,5471256594.72,8041362110.31,14718388489.21,16918503597.12,24662709832.13,
High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,1093432780325.21,1166232450158.12,1261142948234.92,1356475376143.07,1482593892873.19,1611497243980.64,1763379068928.37,1883767863914.37,2043305595056.53,2252164756856.39,2472351752906.21,2746785744349.68,3190539759998.60,3870418015726.99,4377486307751.17,4884197559212.61,5319434063684.19,6022080072395.29,7229254173813.56,8355728642468.63,9328366481069.83,9469804750495.83,9376036390679.13,9686285915250.15,10098746534234.00,10596810326464.40,12871282221512.20,14923330650922.70,16796441297838.60,17494368252472.00,19592605087712.90,20676762469983.80,22141754501799.40,22299634718529.30,23852769860430.30,26474870169753.20,26689298657110.50,26256013657064.40,26213249677353.10,27456861030445.70,28095358385203.20,27871346372991.90,29087762156088.10,32653648831585.90,36479616795556.80,38739967108318.80,41125462538928.40,45259229716492.90,48511546178932.70,45121580672151.60,47537047603466.00,51761995686417.40,51943717152963.80,52667085148262.90,53550117992137.30,49977567874625.50,50927970256186.10,53524059312874.90,56920619917132.10,57456170925405.30,55889737341875.40,62745314846357.30,65081334214971.50,68449582732271.40,71321142708251.10,
"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,1320796651.69,1383681651.14,1612346412.26,1935298266.45,2206466461.26,2435078534.03,2489845016.65,2692474989.13,2716964388.42,3189740055.14,3800766535.62,4476001946.01,5710090213.15,8030117555.62,9388695366.85,10048089558.06,12876366008.81,15719433719.43,18315136409.14,22526184533.17,28861857810.65,31055226088.69,32291215843.64,29907227184.18,33511383985.67,35699772165.71,41075396884.90,50622896162.60,59707404560.59,68790219177.97,76928784620.82,88959997899.93,104272507639.28,120354212475.00,135811771026.33,144652295363.67,159718183550.73,177353174849.71,168885443660.07,165768095391.56,171668891194.35,169404327616.61,166348866131.03,161385558801.81,169099768875.19,181569311742.21,193535442896.37,211596944503.80,219278749139.73,214047795659.05,228638668727.29,248513617677.29,262628865879.70,275696879834.97,291459995978.89,309385622601.35,320860317562.56,341273289534.47,361731070995.73,363074545072.39,344943149590.06,368954169748.82,358679533984.72,381043026173.94,406863396487.34,
Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,475650000.00,503300000.00,532450000.00,553500000.00,591100000.00,651050000.00,692150000.00,750950000.00,815450000.00,844400000.00,904400000.00,958450000.00,1030645362.10,1128299435.85,1243000000.00,1330050000.00,1589300000.00,1900700000.00,2393650000.00,2778900000.00,3184400000.00,3501800000.00,3619500000.00,3840550000.00,4029900000.00,4328300000.00,4706100000.00,5024800000.00,4892660944.21,4375896551.72,3734460116.73,3699381195.10,4122846905.18,4190773622.26,4105686899.44,4672346193.95,4798834459.46,5569178707.22,6163707533.23,6394090592.33,7186638029.06,7651162302.35,7858255412.86,8230391346.67,8869299234.34,9757012696.56,10917477066.14,12361257680.56,13881731875.75,14587496229.18,15839344591.98,17710275685.41,18528554397.57,18499729214.90,19756533971.87,20979791685.42,21717604952.18,23136247990.60,24067750760.50,24882225741.81,23352232483.76,28144331506.61,31426041806.80,34355805527.98,37093565854.04,
Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,21923722127.74,22627709232.40,24599541748.70,28893534515.89,26878565172.48,30407034659.82,32971073893.34,32488675063.87,34994461970.32,38503260469.21,37181536760.13,40099504488.52,44564788726.18,54553562932.06,64257354956.93,72350863415.61,77585497906.31,89885368488.99,104622112017.93,114929806433.13,127259629229.98,127910339912.96,129278372851.55,128221978068.54,130635964994.74,137196640367.64,126219299823.03,134509036368.91,141558264239.37,144132297739.58,165447183504.81,180013449210.47,136844691209.86,142051421908.73,121514084285.90,141395905527.68,154688747451.05,161933433655.46,167620980707.50,168431404824.20,181929508086.71,175879852361.52,190891346466.40,216610034974.43,249571115303.20,288591119560.47,338993250532.89,404372280163.21,481623936903.30,475213799056.47,518754130151.75,573517854715.37,595155344078.42,667314194885.70,705465847008.08,674606540074.90,677200621773.19,735068264238.84,790373898773.38,811372254522.34,816029422839.45,924417463438.70,1002501492801.30,1060316071770.29,1145111349262.57,
Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25650213279.68,18760386774.80,10621169291.00,11259647874.50,15062911616.82,22772394546.61,24150978346.53,24175764812.12,25890228429.72,23777026779.30,22134411297.47,23066883849.65,26757722428.68,35245317001.82,41836292157.33,45013119281.81,49583544860.08,59290621398.16,68472854617.28,62315996674.80,58975205417.34,62889007657.39,57548115904.42,59846265181.85,59606934501.00,50998893384.83,52650714171.86,56182782585.91,61667925219.08,61466721186.31,57959843541.37,69002365163.34,71196498671.11,85624153964.10,92983810328.91,
Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,273187200.00,271066000.00,281896800.00,294883400.00,325281200.00,353251800.00,368948600.00,369124200.00,367968800.00,391820400.00,331200000.00,362800000.00,371998958.40,466798973.04,565399321.52,681400000.00,879000000.00,947000000.00,974200000.00,1080600000.00,1383800000.00,1479400000.00,1474200000.00,1623600000.00,1816200000.00,2009400000.00,2318000000.00,2047200000.00,2613926800.00,2736243800.00,3096289800.00,3473562627.79,2257129791.62,1878253767.31,2167569046.12,2813313278.81,2907517603.77,3338949151.60,3723903723.64,4153725883.84,6813566098.87,6331970324.31,6205847213.64,5071947798.27,6087360684.30,7030149730.34,7638739122.67,9228637767.69,10432962634.87,11597002834.78,11859312725.14,13008746038.89,13708925477.13,14902488604.24,15146883497.63,14849629308.60,14069277526.23,15093357161.15,16403864617.85,15016090929.51,14508222518.30,20944387975.71,20253551920.55,19850585722.32,25224154990.79,
Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,4886222554.66,5429812386.53,5780929202.60,6291568220.79,7379313742.14,9138292402.19,10016338179.00,11420392514.62,13235612078.84,14783674054.83,17286744153.71,19959731324.80,23116977148.02,23705883891.94,24141667188.05,21910365258.25,21242726264.49,21510643750.18,24778163812.01,27232016527.42,29799838597.41,30422508937.57,34478360678.76,34867307352.65,38857339124.91,40256233360.38,43307949890.46,46577614588.99,46833767123.69,47398564799.25,48784412623.59,49160204397.46,47275954428.96,53800068065.80,67636468625.04,85190469121.07,104015363080.27,113098237570.93,115604111412.14,140123326896.33,158228265915.53,130807441076.16,131898737241.17,141712804953.87,128470269689.96,135646053778.58,141128696412.32,125244126623.29,128983560865.29,143335098991.86,161184691013.84,164936682033.99,158468487754.20,183282685440.49,177002580544.16,213240316634.65,222722738925.64,
IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,306260916224.71,310008507775.55,313911312589.73,346365706999.35,392563890164.37,430308877039.07,444621188183.63,457223530082.17,484483207487.72,540875486626.98,588894280439.55,641994176451.05,723737238264.99,938397748328.34,1187466392277.16,1282306066097.57,1391936145591.35,1577372875197.41,1743913597446.91,2037399467560.41,2418911812099.91,2598578073247.17,2560513941781.92,2529265948626.51,2619007608002.49,2719865250358.77,2823853100366.43,2909861543470.51,3110722136868.06,3241152169495.25,3645927216629.92,3533597986123.43,3691700835593.46,3930672941449.47,4336867904120.83,4987838644607.98,5443873901964.14,5775060777836.65,5550058275544.08,5408483629656.00,5886134597366.62,5971610298683.89,6065783594228.73,6814152968102.59,8117388576252.83,9694745482584.87,11501210367684.30,14287515549914.40,17144385222961.70,16643733351017.50,20236974559592.90,23952863037040.90,25459767024749.60,26784320183315.70,27548963986382.70,25937609442668.80,26133021093477.30,28848700119389.00,30736778363828.60,31377057597389.80,30204027280204.50,35879316080995.10,37943329554311.50,39248258733753.50,40930410371533.40,
IDA & IBRD total,IBT,GDP (current US$),NY.GDP.MKTP.CD,351708158290.61,358253053925.80,366133037974.70,404104501315.21,448836478412.07,493478093673.74,513160475036.63,526613635749.55,558019700222.49,623469617380.31,680890196523.98,734108845764.42,821457008938.04,1049797281267.43,1334586899751.04,1457921892242.49,1574304877596.89,1774626528580.61,1967805991725.01,2293033708911.62,2724029176548.07,3048463181129.28,2987463443946.00,2891343906447.49,2954421504962.87,3065625561562.28,3129827307260.40,3226370262089.06,3443662446583.46,3575944874123.27,4023618951995.47,3940581945912.37,4055225988619.00,4312830690301.87,4732703784532.01,5468651089214.26,5998025558914.09,6355345864750.12,6153791476491.90,5860973878548.43,6405155340977.74,6484814497363.37,6618829141640.94,7438042806499.10,8846940320931.56,10543932972658.90,12515819352845.90,15478384977817.90,18563872439706.40,18027421083675.30,21835069166669.50,25757259583860.60,27363548308329.90,28855638007106.60,29778753140210.50,28103757036548.00,28286257999424.70,31117686702333.80,33147599934551.50,34078219798939.10,32822847991827.30,38741335342414.80,41018485584725.70,42176516066439.10,43823204664493.90,
IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,43419063136.20,45877820663.81,49352987755.18,54556943164.69,53949854635.34,60415096598.93,65247708355.24,66154805083.08,70107106201.29,78701759386.49,87493635541.95,88539617604.35,94690827263.56,109974660345.76,144311257153.78,169844078911.04,177485554718.23,193294226206.53,218539555256.64,250376887783.23,298604001457.12,423178214761.94,403272271570.14,348319967701.65,327545489759.25,338015025891.06,306447561121.80,316801281131.63,334041718237.20,335572228828.56,378601687959.44,408935889526.72,364500462510.18,383117739730.70,396481708931.76,481964529219.02,555977844458.21,582075639918.49,606351843937.96,452393909716.81,519433841269.81,513449125832.42,553708425098.70,624668567081.96,730301246172.36,849793999607.05,1015422269205.85,1190972724268.38,1419487216744.68,1383687732657.72,1598094607076.63,1804396546819.71,1903781283580.33,2071317823790.95,2229789153827.81,2166147593879.17,2153236905947.39,2268986582944.81,2410821570722.89,2701162201549.27,2618820711622.81,2862019261419.67,3075156030414.18,2928257332685.53,2892794292960.50,
IDA blend,IDB,GDP (current US$),NY.GDP.MKTP.CD,12401501561.79,13314688264.58,14222416055.51,15145197244.78,16626632979.22,17977186457.61,19605545864.50,19795254777.98,21047483665.49,23960732153.68,32356563895.34,30392833455.94,34167082608.55,37107988872.56,52754115653.56,61046682875.00,73441255542.52,79020486261.13,87129172584.73,106209035625.90,134446628565.26,245479636362.87,224352153458.53,171851407628.72,148714761041.18,149360272178.41,138015634707.15,142226241236.74,148184197593.88,143853282362.37,159019516930.14,170036291239.49,165355540081.90,175244559141.65,190983317299.20,267309715975.14,328495025650.41,344040187982.76,360890034244.66,203538006166.57,244290144682.41,243968067343.10,267621509349.01,302939673645.12,365116376580.76,428328538081.23,526645636948.49,609839841078.28,714771797908.92,669157586112.91,780580681565.07,888614216908.75,982900021355.00,1071507625598.43,1164584937017.84,1104888256132.44,1035761112332.60,1064701742324.65,1125278097800.27,1354444605559.25,1258453633593.25,1369357769886.58,1456880573683.68,1272526278004.68,1117411942661.72,
Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,5667756627.92,7076465299.81,8337423312.88,9150684931.51,9333536369.95,10997590361.45,16273253012.05,25802409638.55,30463855421.69,37269156626.51,45808915662.65,51455719075.83,51400186342.89,72482337397.44,85518233419.05,90158449294.99,81052283383.72,84853700027.65,85289488375.44,79954072544.53,75929617557.75,84300174485.80,94451427876.66,106140727333.64,116621996217.13,128026966579.96,158006700301.53,176892143931.51,202132028723.12,227369679374.97,215748998609.64,95445547872.72,140001351215.46,165021012077.81,160446947784.91,195660611165.18,234772463823.81,256836875295.45,285868619196.09,364570515618.36,432216737774.86,510228634992.26,539580085612.40,755094157621.94,892969104563.17,917869913332.65,912524136718.02,890814755533.54,860854232686.21,931877364037.70,1015618744159.73,1042271532988.63,1119099871350.20,1059054842698.48,1186509691086.73,1319101183380.15,1371169301563.62,1396300098190.97,
IDA only,IDX,GDP (current US$),NY.GDP.MKTP.CD,32210089126.07,33770973573.54,36454084443.51,41013144249.14,38511156900.69,43922137299.27,47199466537.81,47958244720.32,50737955947.69,56549175848.44,55838238708.58,59166992867.47,61397002690.64,74218080663.55,92798583948.94,110394883561.53,104542327193.18,114932944280.88,132428153010.60,144547135821.03,163659974895.72,171044356297.87,173616270817.38,174261955496.06,178151155469.17,188345895349.37,167903128340.33,174071596503.78,185616296523.49,192290816880.60,220760378325.59,240280810057.86,199752948696.27,208450829814.75,205686474260.33,213387328223.74,225163634247.49,235602062646.08,242820470787.97,249682494926.96,275642026139.66,269901710172.60,286409984261.39,322063889070.30,365260518035.36,421453301119.76,488333978645.60,580840387765.96,704715418835.77,714530146544.81,817513925511.56,915782329910.96,920881262225.34,999810198192.52,1065204216809.97,1061259337746.72,1117475793614.79,1204284840620.16,1285543472922.62,1346717595990.02,1360367078029.56,1492661491533.09,1618275456730.50,1655731054680.85,1775382350298.79,
Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,251195796.75,256330852.16,356287012.61,459975486.19,584702952.69,617619437.17,761514559.66,821507936.51,854849069.85,765647870.43,833255280.07,922269212.56,1007205928.24,1178261296.66,1385124213.32,1573742112.93,1601050083.22,1668684324.17,1891002697.84,2252620408.16,2802206151.59,3032411026.95,3422733202.45,4466350655.90,5928791505.35,5486921247.07,5920369789.50,6565667052.80,6690228371.67,7001175622.71,7708454412.32,7084800892.22,6846377563.01,6979788333.50,7491649455.93,7314967866.28,6684225641.03,7931193222.06,7431257410.93,,,
India,IND,GDP (current US$),NY.GDP.MKTP.CD,37029883876.18,39232435784.04,42161481858.08,48421923459.12,56480289940.99,59556105229.01,45581230504.07,50134942204.00,53085455870.67,58447995017.33,62422483054.67,67351404351.83,71464700666.99,85517673172.55,99526597933.63,98473832017.32,102716451979.68,121486641441.31,137302319829.00,152995442497.71,186328579302.07,193491368445.57,200715624830.90,218262146413.16,212157645177.65,232511554840.37,248985994040.59,279033584092.22,296589670895.93,296042052944.66,320979026420.04,270105341879.23,288208070278.01,279295648982.53,327274843459.43,360281909643.49,392896866204.52,415867563592.83,421351317224.94,458821052615.79,468395521654.46,485440139204.17,514939140318.76,607700687237.32,709152728830.78,820383763511.45,940259888787.72,1216736438834.96,1198895139005.92,1341888016994.90,1675615519484.96,1823051829894.55,1827637590410.41,1856721507621.58,2039126479154.52,2103588360044.94,2294796885663.16,2651474262755.45,2702929641648.74,2835606256558.19,2674851578587.27,3167270623260.47,3346107287730.93,3638489096033.86,3909891533858.08,
